Name,Rating,Type,Num_of_Reviews,Highly Rated for,Critically Rated for,Location
Vishal Mega Mart,3.7,Retail,(3.5k),Salary,"Company Culture, Work Satisfaction, Job Security",New Delhi +385 other locations
Barclays,3.7,Banking,(3.5k),Work Life Balance,"Promotions, Skill Development, Work Satisfaction",Pune +38 other locations
Hindustan Coca Cola Beverages,4.0,Beverage,(3.5k),"Salary, Skill Development",Promotions,Bengaluru +267 other locations
DTDC Express,3.7,Logistics,(3.5k),,"Promotions, Salary, Company Culture",New Delhi +275 other locations
Bajaj General Insurance Limited,3.6,Insurance,(3.5k),,"Promotions, Work Life Balance, Work Satisfaction",Pune +310 other locations
RSPL Group,4.0,FMCG,(3.5k),"Job Security, Work Life Balance, Company Culture",Promotions,Kanpur +265 other locations
UBS,3.8,Financial Services,(3.5k),Work Life Balance,"Promotions, Job Security",Pune +19 other locations
IndusInd Nippon Life Insurance,3.3,Insurance,(3.5k),,"Job Security, Company Culture, Work Satisfaction",Mumbai +497 other locations
TVS Credit Services Ltd,4.1,NBFC,(3.5k),"Salary, Company Culture, Work Life Balance",,Chennai +452 other locations
ABB,4.0,Industrial Machinery,(3.5k),"Work Life Balance, Job Security, Company Culture",Promotions,Bengaluru +109 other locations
AGS Health,3.9,Analytics & KPO,(3.5k),"Company Culture, Job Security, Work Life Balance",Promotions,Chennai +64 other locations
Ceat Tyres,3.9,Auto Components,(3.5k),"Job Security, Company Culture, Skill Development","Promotions, Salary",Nagpur +145 other locations
Sagility,3.9,BPO,(3.4k),"Job Security, Company Culture, Work Life Balance","Salary, Promotions",Bengaluru +29 other locations
NatWest Group,3.9,Banking,(3.4k),"Work Life Balance, Company Culture, Job Security","Promotions, Salary",Gurugram +30 other locations
Ford Motor,4.2,Automobile,(3.4k),"Company Culture, Work Life Balance, Salary",,Chennai +131 other locations
HARMAN,3.8,Consumer Electronics & Appliances,(3.4k),"Work Life Balance, Company Culture",Promotions,Bengaluru +43 other locations
Croma,3.8,Retail,(3.4k),"Work Life Balance, Skill Development",Promotions,Mumbai +196 other locations
Alstom Transportation,3.7,Engineering & Construction,(3.4k),Job Security,"Promotions, Company Culture, Work Satisfaction",Bengaluru +80 other locations
InterGlobe Aviation,3.4,Aviation,(3.4k),,"Promotions, Salary, Work Life Balance",New Delhi +105 other locations
Niva Bupa Health Insurance Company,4.0,Insurance,(3.4k),"Company Culture, Work Life Balance, Job Security",,New Delhi +328 other locations
Conduent,3.4,BPO,(3.4k),,"Promotions, Salary, Skill Development",Bengaluru +36 other locations
Tata Technologies,3.4,Automobile,(3.3k),,"Promotions, Salary, Work Satisfaction",Pune +60 other locations
Tata AIG,4.0,Insurance,(3.3k),"Job Security, Company Culture, Work Life Balance",Promotions,Mumbai +265 other locations
Indian Air Force,4.6,Defence & Aerospace,(3.3k),"Job Security, Company Culture, Skill Development",,New Delhi +135 other locations
GeBBS Healthcare Solutions,3.8,BPO,(3.3k),Job Security,"Promotions, Salary",Mumbai +26 other locations
Canara HSBC Life Insurance,4.1,Insurance,(3.3k),"Salary, Work Life Balance, Company Culture",,Gurugram +369 other locations
Tata AutoComp Systems,3.7,Auto Components,(3.3k),Job Security,"Promotions, Salary, Company Culture",Pune +83 other locations
Jindal Stainless,4.1,Iron & Steel,(3.3k),"Job Security, Work Life Balance, Skill Development",,Jajpur +79 other locations
PepsiCo,4.0,Food Processing,(3.3k),"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Hyderabad +282 other locations
UPL,4.1,Agro Chemicals,(3.3k),"Job Security, Work Life Balance, Skill Development",Promotions,Ankleshwar +186 other locations
Max Healthcare,4.0,Healthcare,(3.3k),"Skill Development, Job Security, Company Culture",Promotions,New Delhi +78 other locations
Ambuja Cements,3.9,Building Material,(3.2k),,"Promotions, Job Security",Ahmedabad +301 other locations
Mankind Pharma,3.8,Pharma,(3.2k),Salary,,New Delhi +250 other locations
Titan Company,4.2,Retail,(3.2k),"Company Culture, Job Security, Work Life Balance",Promotions,Bengaluru +187 other locations
Amazon Transportation Services,4.2,Logistics,(3.2k),"Company Culture, Skill Development, Salary",,Hyderabad +227 other locations
S&P Global,3.9,Analytics & KPO,(3.2k),"Work Life Balance, Company Culture",Promotions,Hyderabad +49 other locations
Allcargo Logistics,3.8,Logistics,(3.2k),,Promotions,Mumbai +176 other locations
Societe Generale Global Solution Centre,3.6,IT Services & Consulting,(3.2k),"Work Life Balance, Job Security","Promotions, Salary, Work Satisfaction",Bengaluru +24 other locations
Dilip Buildcon,3.9,Engineering & Construction,(3.2k),Salary,"Promotions, Job Security",Bhopal +230 other locations
Tata Electronics,3.8,Semiconductors,(3.2k),Job Security,"Promotions, Salary",Hosur +63 other locations
MSN Laboratories,3.6,Pharma,(3.2k),Job Security,"Company Culture, Work Satisfaction, Promotions",Hyderabad +107 other locations
Varroc Group,3.6,Auto Components,(3.2k),,"Promotions, Job Security, Company Culture",Pune +63 other locations
Quest Global,3.5,IT Services & Consulting,(3.2k),,"Promotions, Salary, Work Satisfaction",Bengaluru +49 other locations
Walmart,3.4,Retail,(3.2k),,"Promotions, Work Satisfaction, Job Security",Bengaluru +91 other locations
ESAF Small Finance Bank,3.6,Banking,(3.2k),,"Promotions, Work Satisfaction, Company Culture",Thrissur +462 other locations
Ola Electric Mobility,3.3,Automobile,(3.2k),Salary,"Job Security, Promotions, Company Culture",Bengaluru +447 other locations
Afcons Infrastructure,4.2,Engineering & Construction,(3.2k),"Job Security, Skill Development, Company Culture",,Mumbai +125 other locations
IDFC FIRST Bharat,4.1,Financial Services,(3.1k),"Company Culture, Work Life Balance, Skill Development",,Chennai +452 other locations
Torrent Pharmaceuticals,4.0,Pharma,(3.1k),"Job Security, Work Life Balance, Company Culture","Promotions, Salary",Ahmedabad +133 other locations
Marpu Foundation,4.9,Non-Profit,(3.1k),"Company Culture, Work Life Balance, Work Satisfaction",,Hyderabad +61 other locations
DS Group,4.0,FMCG,(3.1k),"Work Life Balance, Job Security, Salary",Promotions,Noida +295 other locations
Zepto,3.6,Internet,(3.1k),,"Job Security, Promotions, Company Culture",Bengaluru +110 other locations
Bharat Financial Inclusion,3.7,Financial Services,(3.1k),Salary,"Work Satisfaction, Promotions",Hyderabad +519 other locations
Tata Elxsi,3.4,IT Services & Consulting,(3.1k),,"Promotions, Salary, Work Satisfaction",Bengaluru +31 other locations
HDFC Sales,3.9,Financial Services,(3.1k),"Skill Development, Company Culture, Work Life Balance","Promotions, Salary",Mumbai +355 other locations
Square Yards,3.5,Internet,(3.1k),,"Job Security, Company Culture, Work Life Balance",Gurugram +52 other locations
Zensar Technologies,3.6,IT Services & Consulting,(3.1k),,"Promotions, Job Security, Work Satisfaction",Pune +29 other locations
Suzlon Group,4.0,Power,(3.1k),"Job Security, Skill Development, Company Culture","Promotions, Salary",Pune +149 other locations
Indus Towers,3.6,Telecom,(3.1k),,"Promotions, Job Security, Work Life Balance",Gurugram +245 other locations
Eternal Limited,3.6,Internet,(3k),,"Promotions, Job Security, Work Life Balance",Gurugram +222 other locations
Fujitsu,3.8,IT Services & Consulting,(3k),"Work Life Balance, Company Culture","Promotions, Salary",Pune +41 other locations
I Process Services,3.8,Recruitment,(3k),Work Life Balance,"Promotions, Salary",Mumbai +412 other locations
VVDN Technologies,3.6,IT Services & Consulting,(3k),,"Promotions, Salary, Company Culture",Gurugram +51 other locations
CMS IT Services,3.1,IT Services & Consulting,(3k),,"Promotions, Salary, Company Culture",Mumbai +153 other locations
Future Group,4.2,Retail,(3k),"Company Culture, Work Life Balance, Skill Development",,Mumbai +207 other locations
ACC,3.9,Building Material,(3k),,"Promotions, Job Security",Mumbai +278 other locations
IKS Health,3.5,BPO,(3k),,"Promotions, Salary, Work Satisfaction",Mumbai +33 other locations
Yazaki,3.9,Auto Components,(3k),"Job Security, Skill Development",Promotions,Pune +94 other locations
Shree Cement,3.8,Building Material,(3k),,"Promotions, Job Security",Beawar +273 other locations
Nokia,4.0,Telecom,(3k),"Work Life Balance, Company Culture",Promotions,Bengaluru +165 other locations
Shoppers Stop,3.9,Retail,(3k),"Company Culture, Work Life Balance, Job Security",Promotions,Mumbai +85 other locations
Apollo Tyres,4.0,Auto Components,(3k),"Company Culture, Work Life Balance, Job Security",Promotions,Chennai +182 other locations
Fiserv,2.7,FinTech,(2.9k),,"Promotions, Company Culture, Work Satisfaction",Pune +33 other locations
Physicswallah,3.6,EdTech,(2.9k),,"Promotions, Job Security, Work Satisfaction",Noida +146 other locations
Britannia,4.0,Hospitality,(2.9k),"Job Security, Skill Development",Promotions,Pune +308 other locations
Exl India,3.5,Logistics,(2.9k),Job Security,"Promotions, Salary, Skill Development",New Delhi +45 other locations
Landmark Group,3.8,Retail,(2.9k),Job Security,Promotions,Bengaluru +175 other locations
Dalmia Bharat Cement,3.9,Building Material,(2.9k),"Job Security, Salary",Promotions,Guwahati +255 other locations
SRF,4.1,Chemicals,(2.9k),"Job Security, Salary, Work Life Balance",Promotions,Bharuch +68 other locations
Foxconn,3.8,Electronics Manufacturing,(2.8k),Job Security,Promotions,Chennai +65 other locations
ZS,3.0,Management Consulting,(2.8k),,"Work Life Balance, Work Satisfaction, Promotions",Pune +18 other locations
Kansai Nerolac Paints,3.8,Chemicals,(2.8k),,Promotions,Mumbai +265 other locations
Blue Dart Express Ltd,3.9,Logistics,(2.8k),"Job Security, Company Culture, Work Life Balance",Promotions,Mumbai +280 other locations
Nestlé,3.8,FMCG,(2.8k),Salary,"Promotions, Work Life Balance, Work Satisfaction",Gurugram +285 other locations
Star Health & Allied Insurance,3.5,Insurance,(2.8k),,"Promotions, Company Culture, Work Satisfaction",Chennai +339 other locations
Exide Industries,3.4,Electrical Equipment,(2.8k),,"Promotions, Company Culture, Work Satisfaction",Kolkata +199 other locations
UnitedHealth,4.0,Healthcare,(2.8k),"Job Security, Work Life Balance, Company Culture",Promotions,Hyderabad +18 other locations
Shell,3.9,Oil & Gas,(2.8k),"Work Life Balance, Company Culture, Salary","Promotions, Job Security",Bengaluru +91 other locations
Micro Labs,3.6,Pharma,(2.8k),Job Security,"Promotions, Company Culture, Salary",Bengaluru +156 other locations
TVS Supply Chain Solutions,3.8,Logistics,(2.8k),Job Security,"Promotions, Salary",Chennai +157 other locations
KPMG Global Services,3.4,Management Consulting,(2.8k),,"Promotions, Work Satisfaction, Salary",Bengaluru +38 other locations
Flex,3.9,Electronics Manufacturing,(2.8k),"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Chennai +46 other locations
ElasticRun,3.6,Logistics,(2.7k),,"Job Security, Promotions, Work Satisfaction",Pune +391 other locations
KFintech,3.3,Financial Services,(2.7k),,"Promotions, Salary, Skill Development",Hyderabad +114 other locations
Gallagher,3.6,Insurance,(2.7k),"Work Life Balance, Job Security","Promotions, Salary, Work Satisfaction",Bengaluru +31 other locations
Care Health Insurance,3.5,Insurance,(2.7k),,"Promotions, Salary, Company Culture",Gurugram +260 other locations
Blue Star,4.0,Consumer Electronics & Appliances,(2.7k),"Company Culture, Skill Development, Work Life Balance",Promotions,Mumbai +151 other locations
Tata Advanced Systems,3.7,Defence & Aerospace,(2.7k),Job Security,"Promotions, Salary",Bengaluru +59 other locations
Movate,3.1,IT Services & Consulting,(2.7k),,"Promotions, Salary, Company Culture",Chennai +38 other locations
G4S,4.0,Law Enforcement & Security,(2.7k),"Work Life Balance, Job Security, Salary",Promotions,Gurugram +168 other locations
Ajanta Pharma,3.9,Pharma,(2.7k),Job Security,Promotions,Mumbai +119 other locations
Capita,3.5,BPO,(2.7k),,"Promotions, Salary, Job Security",Pune +33 other locations
Sonalika Tractors,3.5,Automobile,(2.7k),,"Promotions, Company Culture, Work Life Balance",Hoshiarpur +197 other locations
Voltas,4.0,Consumer Electronics & Appliances,(2.7k),"Job Security, Work Life Balance, Company Culture",Promotions,Mumbai +203 other locations
Photon Interactive,4.0,IT Services & Consulting,(2.7k),"Skill Development, Salary, Company Culture",,Chennai +19 other locations
Whitehat jr,3.3,EdTech,(2.7k),,"Job Security, Promotions, Company Culture",Mumbai +48 other locations
Adani Power,3.7,Power,(2.7k),,Promotions,Mundra +131 other locations
ACT Fibernet,3.8,Telecom,(2.7k),"Company Culture, Job Security",Promotions,Hyderabad +58 other locations
NoBroker,3.0,Internet,(2.7k),,"Job Security, Promotions, Work Satisfaction",Bengaluru +47 other locations
DBS Bank,3.7,Banking,(2.7k),Salary,"Promotions, Work Satisfaction",Hyderabad +182 other locations
BlackBuck,3.7,Internet,(2.7k),,"Job Security, Promotions",Bengaluru +364 other locations
Foundever,3.3,BPO,(2.7k),,"Promotions, Salary, Skill Development",Hyderabad +21 other locations
Himalaya Wellness,3.9,Pharma,(2.6k),Work Life Balance,Promotions,Bengaluru +245 other locations
IntouchCX,2.7,BPO,(2.6k),,"Promotions, Job Security, Work Satisfaction",Hyderabad +22 other locations
Laurus Labs,4.3,Pharma,(2.6k),"Job Security, Salary, Company Culture",,Visakhapatnam +35 other locations
Domino's Pizza,3.9,Hospitality,(2.6k),"Skill Development, Salary",,New Delhi +259 other locations
Fortis Healthcare,4.0,Healthcare,(2.6k),"Job Security, Company Culture, Work Life Balance",,New Delhi +69 other locations
BT Group,3.8,Telecom,(2.6k),"Work Life Balance, Company Culture","Promotions, Skill Development, Salary",Gurugram +26 other locations
V-Mart,4.0,Retail,(2.6k),"Skill Development, Work Life Balance, Job Security",,Gurugram +289 other locations
JCB,3.8,Industrial Machinery,(2.6k),Work Life Balance,Promotions,Pune +111 other locations
GAO Tek,4.4,Electrical Equipment,(2.6k),"Work Life Balance, Skill Development, Company Culture",Salary,New York +46 other locations
Sahrudaya Healthcare (Medicover Hospitals),4.3,Healthcare,(2.6k),"Skill Development, Company Culture, Work Life Balance",,Hyderabad +46 other locations
Alldigi Tech,3.8,BPO,(2.6k),Job Security,"Promotions, Salary",Chennai +37 other locations
Northern Trust Operating Services,3.6,Financial Services,(2.6k),,"Promotions, Work Satisfaction, Salary",Bengaluru +28 other locations
Adani Group,3.8,Power,(2.6k),Salary,Promotions,Ahmedabad +204 other locations
Sterlite Technologies,3.8,Hardware & Networking,(2.6k),,"Promotions, Job Security",Chhatrapati Sambhajinagar +103 other locations
CorroHealth Infotech,3.6,Analytics & KPO,(2.6k),Salary,"Work Life Balance, Job Security, Promotions",Hyderabad +38 other locations
Tractors and Farm Equipment,3.9,Industrial Machinery,(2.5k),"Work Life Balance, Skill Development",Promotions,Chennai +193 other locations
Bajaj Electricals,3.9,Consumer Electronics & Appliances,(2.5k),"Work Life Balance, Salary",Promotions,Mumbai +235 other locations
ICICI Securities,3.9,Financial Services,(2.5k),"Job Security, Work Life Balance, Company Culture",Promotions,Mumbai +158 other locations
Parle Agro,3.9,Beverage,(2.5k),"Work Life Balance, Job Security",Promotions,Mumbai +260 other locations
Sammaan Capital Limited,3.7,NBFC,(2.5k),Work Life Balance,Promotions,Gurugram +199 other locations
Emcure Pharmaceuticals,3.6,Pharma,(2.5k),,"Promotions, Job Security, Company Culture",Pune +122 other locations
TaskUs,2.9,BPO,(2.5k),,"Promotions, Job Security, Skill Development",Indore +38 other locations
Biocon Limited,4.0,Biotechnology,(2.5k),"Work Life Balance, Company Culture, Job Security",Promotions,Bengaluru +66 other locations
Planet Spark,3.8,EdTech,(2.5k),Skill Development,,Gurugram +59 other locations
Hero FinCorp,3.9,NBFC,(2.5k),Work Life Balance,Promotions,New Delhi +395 other locations
Cadila Pharmaceuticals,3.1,Pharma,(2.5k),,"Job Security, Promotions, Company Culture",Ahmedabad +140 other locations
Mahindra Holidays & Resorts,3.5,Hospitality,(2.5k),,"Promotions, Work Life Balance, Work Satisfaction",Mumbai +115 other locations
Mahindra Rural Housing Finance,4.0,NBFC,(2.5k),"Work Life Balance, Company Culture",Promotions,Mumbai +476 other locations
Intellect Design Arena,3.5,Software Product,(2.5k),Job Security,"Promotions, Company Culture, Work Life Balance",Chennai +40 other locations
Datamatics Global Services,3.4,IT Services & Consulting,(2.5k),,"Promotions, Salary, Company Culture",Mumbai +38 other locations
